user_id,item_id,score
383943,474012,1
310149,474012,1
305634,474012,1
296688,474012,1
284655,474012,1
311892,474012,1
361851,474012,1
300258,477099,1
350973,477099,1
364812,477099,1
374661,477099,1
366534,477099,1
318507,477099,1
321531,477099,1
357399,477099,1
358281,477099,1
317772,477099,1
336399,477099,1
278628,477099,1
328524,477099,1
277830,477099,1
353493,477099,1
315714,477099,1
354984,477099,1
287574,477099,1
375060,477099,1
380436,477099,1
275037,477099,1
288771,477099,1
359646,477099,1
356265,477099,1
315483,477099,1
308952,482769,1
369096,482769,1
265188,482769,1
309372,482769,1
273021,482769,1
266238,482769,1
338793,482769,1
305214,482769,1
351645,482769,1
374661,482769,1
352170,482769,1
378945,482769,1
261996,482769,1
269052,482769,1
355026,482769,1
332514,482769,1
343770,482769,1
302946,482769,1
326172,482769,1
266448,482769,1
283983,482769,1
313131,482769,1
354669,482769,1
307839,482769,1
260988,482769,1
333081,482769,1
349713,482769,1
383712,482769,1
358239,482769,1
308070,482769,1
375648,482769,1
263781,482769,1
347991,482769,1
278439,482769,1
383292,482769,1
299607,482769,1
374073,482769,1
286083,482769,1
326193,482769,1
358050,482769,1
350910,482769,1
266322,482769,1
362922,482769,1
265776,482769,1
351183,482769,1
336420,482769,1
263256,482769,1
305592,482769,1
379659,482769,1
354480,482769,1
344274,482769,1
356160,482769,1
298914,482769,1
336693,482769,1
369516,482769,1
299145,482769,1
329616,482769,1
262626,482769,1
351687,482769,1
295029,482769,1
369831,482769,1
310149,482769,1
314958,482769,1
333837,482769,1
305634,482769,1
312375,482769,1
291060,482769,1
364917,482769,1
312795,482769,1
267393,482769,1
271215,482769,1
316365,482769,1
267708,482769,1
268359,482769,1
280161,482769,1
326025,482769,1
264537,482769,1
287784,482769,1
320271,482769,1
305802,482769,1
270690,482769,1
307566,482769,1
266868,482769,1
329784,482769,1
291249,482769,1
304542,482769,1
262080,482769,1
355383,482769,1
295785,482769,1
261933,482769,1
371700,482769,1
294189,482769,1
262101,482769,1
354333,482769,1
273315,482769,1
302148,482769,1
286818,482769,1
352548,482769,1
340935,482769,1
271740,482769,1
308931,482769,1
265524,482769,1
318066,482769,1
383145,482769,1
349146,482769,1
269367,482769,1
350952,482769,1
380436,482769,1
348432,482769,1
336651,482769,1
373443,482769,1
363342,482769,1
280014,482769,1
281337,482769,1
338415,482769,1
262164,482769,1
267120,482769,1
264138,482769,1
308763,482769,1
298494,482769,1
347193,482769,1
266700,482769,1
306012,482769,1
361851,482769,1
355698,482769,1
310716,482769,1
327033,482769,1
354984,482769,1
365610,482769,1
279699,482769,1
267729,482769,1
338310,482769,1
304605,482769,1
359646,482769,1
315483,482769,1
323967,482769,1
261912,482769,1
337134,482769,1
281064,482769,1
326655,482769,1
331989,482769,1
355740,482769,1
357399,482769,1
318150,482769,1
297129,482769,1
380562,482769,1
332241,482769,1
311010,482769,1
287700,482769,1
319788,482769,1
273378,482769,1
373149,482769,1
268989,482769,1
264747,482769,1
266889,482769,1
381969,482769,1
352086,482769,1
320565,482769,1
358008,482769,1
370608,482769,1
271341,482769,1
272265,482769,1
263760,482769,1
299376,482769,1
259791,482769,1
303639,482769,1
327201,482769,1
274386,482769,1
299481,482769,1
372267,482769,1
265587,482769,1
307713,482769,1
357567,482769,1
342720,482769,1
339948,482769,1
263907,482769,1
305109,482769,1
357777,482769,1
307629,482769,1
358344,482769,1
328524,482769,1
320418,482769,1
281841,482769,1
288792,482769,1
331968,482769,1
289212,482769,1
277410,482769,1
340200,482769,1
266028,482769,1
307671,482769,1
375774,482769,1
262017,482769,1
303681,482769,1
281862,482769,1
260358,482769,1
305004,482769,1
352191,482769,1
273798,482769,1
346458,482769,1
313656,482769,1
291291,482769,1
273273,482769,1
280602,482769,1
383754,482769,1
371406,482769,1
373254,482769,1
328461,482769,1
315105,482769,1
345240,482769,1
350070,482769,1
333018,482769,1
308721,482769,1
296625,482769,1
327159,482769,1
263214,482769,1
322413,482769,1
293748,482769,1
374031,482769,1
278124,482769,1
338121,482769,1
273714,482769,1
348012,482769,1
377034,482769,1
280497,482769,1
309330,482769,1
314181,482769,1
282177,482769,1
269115,482769,1
298074,1890630,1
281274,1890630,1
287574,1890630,1
358239,1890630,1
338163,1890630,1
265020,1890630,1
266784,1890630,1
276129,1890630,1
313131,1890630,1
358806,1890630,1
326340,1890630,1
276402,1890630,1
264852,1890630,1
312984,1890630,1
364560,1894368,1
369516,1894368,1
267708,1894368,1
313131,1894368,1
338562,340977,1
364728,340977,1
380016,340977,1
355551,340977,1
347991,340977,1
267708,340977,1
306243,340977,1
313173,340977,1
305466,340977,1
308070,340977,1
295932,340977,1
351666,340977,1
266154,340977,1
364077,340977,1
375144,340977,1
371616,340977,1
332850,340977,1
283605,340977,1
303576,340977,1
349797,340977,1
308448,340977,1
375774,340977,1
297150,340977,1
355971,340977,1
354858,340977,1
277158,340977,1
300594,340977,1
327033,340977,1
377097,340977,1
378861,340977,1
298872,340977,1
266301,340977,1
330792,340977,1
350700,340977,1
266700,340977,1
362964,340977,1
336315,340977,1
333207,340977,1
354249,340977,1
313131,340977,1
363006,340977,1
352107,340977,1
361620,340977,1
329259,340977,1
377307,340977,1
361263,340977,1
306726,340977,1
315441,340977,1
356643,340977,1
378315,340977,1
284886,340977,1
300006,340977,1
305235,340977,1
368991,340977,1
286734,340977,1
363741,340977,1
325164,340977,1
286797,340977,1
279489,340977,1
295596,340977,1
341313,340977,1
309183,340977,1
305361,340977,1
332115,340977,1
266805,340977,1
333921,340977,1
342426,340977,1
380457,340977,1
378903,340977,1
315483,340977,1
310800,340977,1
265041,340977,1
375606,340977,1
315126,340977,1
278880,340977,1
271383,340977,1
357693,340977,1
333081,340977,1
364308,340977,1
264117,340977,1
300447,340977,1
306537,340977,1
351225,340977,1
332409,340977,1
378462,340977,1
361158,340977,1
296058,340977,1
354039,340977,1
333312,340977,1
264873,340977,1
274911,340977,1
307629,340977,1
308007,340977,1
369285,340977,1
309708,340977,1
265629,340977,1
308175,340977,1
278628,340977,1
309015,340977,1
325458,340977,1
279636,340977,1
296982,340977,1
325794,340977,1
348495,340977,1
378273,340977,1
259707,340977,1
345849,340977,1
313131,441000,1
375249,441000,1
335664,441000,1
262164,441000,1
304605,441000,1
303681,441000,1
354711,441000,1
307671,441000,1
266448,441000,1
345051,441000,1
345849,441000,1
371700,441000,1
336693,441000,1
261051,441000,1
375543,441000,1
364560,441000,1
290598,441231,1
364140,441231,1
367647,450030,1
265146,450030,1
372267,450030,1
370692,450030,1
297339,450030,1
264264,450030,1
353577,450030,1
268086,450030,1
303471,450030,1
271236,450030,1
266301,450030,1
371175,450030,1
313131,450030,1
373317,450030,1
380478,450030,1
262794,450030,1
330099,450030,1
308448,450030,1
290157,450030,1
366660,450030,1
350973,450030,1
364098,450030,1
369096,450030,1
290304,450030,1
320418,450030,1
355194,450030,1
345954,450030,1
305802,450030,1
318192,450030,1
267708,450030,1
267897,450030,1
306327,450030,1
269409,450030,1
262017,450030,1
266784,450030,1
341061,450030,1
343896,450030,1
289044,450030,1
368571,450030,1
336147,450030,1
325353,450030,1
315819,450030,1
260064,450030,1
293076,450030,1
375207,450030,1
309330,450030,1
327054,450030,1
374073,450030,1
371700,450030,1
372351,450030,1
267120,450030,1
344295,450030,1
262521,450030,1
339066,450030,1
303765,450030,1
265398,450030,1
302715,450030,1
288015,450030,1
273294,450030,1
291291,450030,1
359037,450030,1
363783,450030,1
281841,450030,1
283647,450030,1
339003,450030,1
299817,450030,1
268422,450030,1
372099,450030,1
287784,450030,1
353094,450030,1
275373,450030,1
311115,450030,1
290115,450030,1
369999,450030,1
328776,450030,1
364560,450030,1
271782,450030,1
364959,450030,1
339948,450030,1
347991,450030,1
355110,450030,1
266007,450030,1
309372,450030,1
340452,450030,1
347025,450030,1
338415,450030,1
308973,450030,1
305613,450030,1
304542,450030,1
373842,450030,1
286377,450030,1
260757,450030,1
340725,450030,1
330855,450030,1
309708,450030,1
370671,450030,1
355383,450030,1
307503,450030,1
361935,450030,1
266805,450030,1
288582,450030,1
303870,450030,1
298956,450030,1
341124,450030,1
348432,450030,1
354249,450030,1
370524,450030,1
338436,450030,1
307965,450030,1
364707,450030,1
307566,450030,1
305109,450030,1
278523,450030,1
325731,450030,1
352821,450030,1
297276,450030,1
350910,450030,1
286146,450030,1
322896,450030,1
327012,450030,1
343560,450030,1
305424,450030,1
325647,450030,1
339150,450030,1
349755,450030,1
352695,450030,1
315924,450030,1
265776,450030,1
335958,450030,1
328146,450030,1
332745,450030,1
303807,450030,1
382725,450030,1
321531,450030,1
260988,450030,1
366912,450030,1
312270,450030,1
301875,450030,1
356559,450030,1
276171,450030,1
263445,450030,1
312291,450030,1
295743,450030,1
305466,450030,1
276486,450030,1
318507,450030,1
286272,450030,1
375774,450030,1
260337,450030,1
267162,450030,1
326193,450030,1
263256,450030,1
292992,450030,1
265104,450030,1
364224,450030,1
333081,450030,1
379449,450030,1
322014,450030,1
298158,450030,1
312963,450030,1
277368,450030,1
353493,450030,1
299145,450030,1
327201,450030,1
355740,450030,1
271929,450030,1
260505,450030,1
262857,450030,1
307209,450030,1
315735,450030,1
325563,450030,1
345114,450030,1
298872,450030,1
303366,450030,1
354984,460488,1
368088,460488,1
289758,460488,1
321531,460488,1
293979,460488,1
293475,460488,1
326361,460488,1
340200,460488,1
267708,460488,1
349797,460488,1
311430,460488,1
280014,460488,1
345618,460488,1
308973,460488,1
301707,460488,1
362922,460488,1
299922,460488,1
289044,460488,1
340578,460488,1
303366,460488,1
364917,460488,1
315189,460488,1
271488,460488,1
316638,460488,1
284802,460488,1
330099,460488,1
318927,460488,1
323274,460488,1
286314,460488,1
288015,460488,1
327264,460488,1
358911,460488,1
309435,460488,1
382725,460488,1
335097,460488,1
382746,460488,1
339780,460488,1
349104,460488,1
325458,460488,1
329154,460488,1
358239,460488,1
312039,460488,1
322035,460488,1
366534,460488,1
353073,460488,1
345576,460488,1
275877,460488,1
338079,460488,1
315819,460488,1
284214,460488,1
374661,460488,1
372918,460488,1
343161,460488,1
356937,460488,1
344253,460488,1
339381,460488,1
367731,460488,1
369474,460488,1
293391,460488,1
350385,460488,1
358428,460488,1
330687,460488,1
303198,460488,1
279867,460488,1
265167,460488,1
364959,460488,1
323526,460488,1
360360,460488,1
287028,460488,1
300258,460488,1
299019,460488,1
359037,460488,1
371175,460488,1
374535,460488,1
260988,460488,1
344421,460488,1
358029,460488,1
366723,460488,1
306726,460488,1
352107,460488,1
358575,460488,1
380142,460488,1
345849,460488,1
271236,460488,1
340725,460488,1
293349,460488,1
361956,460488,1
358722,460488,1
308889,460488,1
329427,460488,1
267918,460488,1
302715,460488,1
285621,460488,1
307083,460488,1
328440,460488,1
379449,460488,1
323841,460488,1
381759,460488,1
363783,460488,1
315105,460488,1
269031,460488,1
289212,460488,1
301161,460488,1
349419,460488,1
298767,460488,1
267897,460488,1
299733,460488,1
331149,460488,1
346017,460488,1
362208,460488,1
326109,460488,1
273441,460488,1
376257,460488,1
273777,460488,1
290115,460488,1
323547,460488,1
320145,460488,1
383943,460488,1
307566,460488,1
304122,460488,1
377034,460488,1
298074,460488,1
307146,460488,1
336147,460488,1
308007,460488,1
369873,460488,1
268464,460488,1
341859,460488,1
273630,460488,1
271341,460488,1
363195,460488,1
346983,460488,1
372435,460488,1
327201,460488,1
304605,460488,1
369789,460488,1
304647,460488,1
355845,460488,1
379848,460488,1
325038,460488,1
361998,460488,1
318822,460488,1
344778,460488,1
361158,460488,1
330792,460488,1
377706,460488,1
350238,460488,1
286209,460488,1
311010,460488,1
381717,460488,1
329133,460488,1
358323,460488,1
375543,460488,1
294084,460488,1
376551,460488,1
358344,460488,1
307755,460488,1
285117,460488,1
339822,460488,1
347529,460488,1
356664,460488,1
338121,460488,1
297948,460488,1
306117,460488,1
305067,460488,1
369201,460488,1
301644,460488,1
351666,460488,1
364245,460488,1
365988,460488,1
377454,460488,1
359919,460488,1
311661,460488,1
357084,460488,1
373506,460488,1
334950,460488,1
332535,460488,1
265146,460488,1
340221,460488,1
335265,460488,1
266553,460488,1
375060,460488,1
269556,460488,1
313656,460488,1
302190,460488,1
344946,460488,1
311829,460488,1
341712,460488,1
309855,460488,1
303576,460488,1
266994,460488,1
277998,460488,1
282618,460488,1
303408,460488,1
352989,460488,1
351708,460488,1
306411,460488,1
297276,460488,1
377559,460488,1
357021,460488,1
269640,460488,1
377937,460488,1
353619,460488,1
364266,460488,1
316218,460488,1
304227,460488,1
268485,460488,1
305865,460488,1
371406,460488,1
267624,460488,1
294273,460488,1
315483,460488,1
339528,460488,1
273021,460488,1
290241,460488,1
371805,460488,1
294021,460488,1
341061,460488,1
289611,460488,1
371826,460488,1
336756,460488,1
285411,460488,1
356580,460488,1
350826,460488,1
337365,460488,1
315399,460488,1
358008,460488,1
344106,460488,1
365820,460488,1
326991,460488,1
286230,460488,1
307839,460488,1
285558,460488,1
346920,460488,1
268086,460488,1
307818,460488,1
363615,460488,1
328062,460488,1
280896,460488,1
291375,460488,1
328230,460488,1
314160,460488,1
372267,460488,1
263571,460488,1
262857,460488,1
304458,460488,1
283248,460488,1
272790,460488,1
284508,460488,1
331905,460488,1
286272,460488,1
324156,460488,1
352548,460488,1
314223,460488,1
330141,460488,1
260442,460488,1
339549,460488,1
314265,460488,1
355278,460488,1
275037,470211,1
359037,470211,1
347907,470211,1
321426,470211,1
300006,470211,1
288876,470211,1
383019,470211,1
365988,470211,1
295491,470211,1
355698,470211,1
283206,470211,1
318297,470211,1
381780,470211,1
313131,470211,1
356664,470211,1
293391,470211,1
369285,470211,1
375165,470211,1
364140,470358,1
310716,470358,1
305634,470358,1
303429,470358,1
265377,470358,1
315189,470358,1
354984,470358,1
341943,470358,1
309372,470358,1
278691,470358,1
303576,470358,1
273378,470358,1
350952,470358,1
347718,470358,1
304731,470358,1
267351,470358,1
283605,470358,1
331884,470358,1
281988,470358,1
369453,470358,1
298494,470358,1
307566,470358,1
371406,470358,1
297066,470358,1
288246,470358,1
263949,470358,1
303765,470358,1
372750,470358,1
280329,470358,1
266028,470358,1
287784,470358,1
311976,470358,1
355551,470358,1
281778,470358,1
318234,470358,1
308007,470358,1
350238,470358,1
297192,470358,1
347970,470358,1
295176,470358,1
375543,470358,1
332409,470358,1
272370,470358,1
326025,470358,1
260883,470358,1
276108,470358,1
261576,470358,1
288162,470358,1
334572,470358,1
340305,470358,1
269724,470358,1
315693,470358,1
372624,470358,1
293874,470358,1
308721,470358,1
261009,470358,1
330267,470358,1
312060,470358,1
297276,470358,1
370524,470358,1
353703,470358,1
266154,470358,1
262374,470358,1
302652,470358,1
321258,470358,1
272097,470358,1
314685,470358,1
267708,470358,1
295953,470358,1
307041,470358,1
304542,470358,1
326151,470358,1
327285,470358,1
323967,470358,1
369852,470358,1
373842,470358,1
329280,470358,1
318339,470358,1
260757,470358,1
350973,470358,1
261933,470358,1
296016,470358,1
300006,470358,1
262920,470358,1
313131,470358,1
359646,470358,1
274911,470358,1
267813,470358,1
352296,470358,1
310800,470358,1
355110,470358,1
262080,470358,1
364812,470358,1
320229,470358,1
278313,470358,1
317310,470358,1
316134,470358,1
307083,470358,1
297738,470358,1
283941,470358,1
333123,470358,1
297339,470358,1
287385,470358,1
357315,470358,1
266301,470358,1
275604,470358,1
377937,470358,1
328020,470358,1
259980,470358,1
282009,470358,1
302694,470358,1
326655,470358,1
342195,470358,1
333081,470358,1
278628,470358,1
268422,470358,1
281274,470358,1
322413,470358,1
275247,470358,1
294714,470358,1
292719,470358,1
271824,470358,1
262857,470358,1
361158,470358,1
278649,470358,1
359289,470358,1
366324,470358,1
268002,470358,1
282387,470358,1
365505,470358,1
263550,470358,1
264012,470358,1
373779,470358,1
310149,470358,1
348495,470358,1
261681,470358,1
298074,470358,1
263004,470358,1
332094,470358,1
274890,470358,1
274050,470358,1
322518,470358,1
351309,470358,1
370314,470358,1
263256,470358,1
358638,470358,1
322476,470358,1
266994,470358,1
261723,470358,1
264285,470358,1
320691,470358,1
283584,470358,1
355299,470358,1
265692,470358,1
350721,470358,1
373359,470358,1
360591,470358,1
324009,470358,1
380562,470358,1
289800,470358,1
259791,470358,1
277179,470358,1
265335,470358,1
266700,470358,1
292929,470358,1
341355,470358,1
287574,470358,1
293391,476070,1
360402,476070,1
321531,476070,1
263319,476070,1
327915,476070,1
316638,476070,1
305067,476070,1
282408,476070,1
312963,476070,1
319725,476070,1
263340,476070,1
356664,476070,1
371175,476070,1
363153,476070,1
374031,476070,1
326445,476070,1
336693,476070,1
259938,476070,1
304605,476070,1
307503,476070,1
314265,476070,1
315819,476070,1
348264,476070,1
367311,476070,1
311829,476070,1
383397,476070,1
325164,476070,1
343413,476070,1
276654,476070,1
326151,476070,1
364140,476070,1
369831,476070,1
307419,476070,1
298809,476070,1
328356,476070,1
310149,476070,1
276843,476070,1
325542,476070,1
353325,476070,1
338415,476070,1
341859,476070,1
335874,476070,1
382158,476070,1
367752,476070,1
351225,476070,1
345072,476070,1
313131,476070,1
367584,476070,1
333081,476070,1
375165,476070,1
311892,476070,1
325962,476070,1
288582,476070,1
285894,476070,1
332451,476070,1
372036,476070,1
317583,476070,1
286524,476070,1
261093,476070,1
298410,476070,1
374661,476070,1
260610,476070,1
282513,476070,1
320124,476070,1
328062,476070,1
364077,476070,1
335916,476070,1
271341,476070,1
368130,476070,1
276129,476070,1
290283,476070,1
313992,476070,1
372897,476070,1
351624,476070,1
347907,476070,1
373254,476070,1
305865,476070,1
321615,476070,1
337113,476070,1
302127,476070,1
288624,476070,1
297969,476070,1
342657,476070,1
278523,476070,1
269934,476070,1
297276,476070,1
330876,476070,1
340662,476070,1
333207,476070,1
287364,476070,1
312837,476070,1
313824,476070,1
271929,476070,1
353073,476070,1
379365,476070,1
302715,476070,1
366282,476070,1
352800,476070,1
331506,476070,1
373779,476070,1
332976,476070,1
315126,476070,1
360318,476070,1
307713,476070,1
293811,476070,1
347529,476070,1
278628,476070,1
283248,476070,1
287889,476070,1
317289,476070,1
370776,476070,1
372498,476070,1
309309,476070,1
296310,476070,1
281988,476070,1
315714,476070,1
276906,476070,1
359247,476070,1
316239,476070,1
295344,476070,1
364266,476070,1
358785,476070,1
325920,476070,1
354879,476070,1
261009,476070,1
308742,476070,1
267708,476070,1
335454,476070,1
265167,476070,1
307146,476070,1
345282,476070,1
335580,476070,1
298074,476070,1
334341,476070,1
311997,476070,1
340725,476070,1
285558,476070,1
266784,476070,1
343581,476070,1
336231,476280,1
302715,476280,1
291543,476280,1
372897,476280,1
274638,476280,1
351288,476280,1
316218,476280,1
374661,476280,1
336273,476280,1
367752,476280,1
293979,476280,1
336063,476280,1
297276,476280,1
308742,476280,1
305067,476280,1
371175,476280,1
358218,476280,1
298809,476280,1
287889,476280,1
269556,476280,1
328062,476280,1
321531,476280,1
344547,476280,1
284718,476280,1
354942,476280,1
329574,476280,1
367815,476280,1
338163,476280,1
335916,476280,1
293349,476280,1
333984,476280,1
332661,476280,1
281778,476280,1
276843,476280,1
295491,476280,1
328503,476280,1
356664,476280,1
356055,476280,1
298935,476280,1
382851,476280,1
335580,476280,1
316953,476280,1
315819,476280,1
375249,476280,1
302400,476280,1
364077,476280,1
323547,476280,1
321048,476280,1
359919,476280,1
315714,476280,1
315861,476280,1
316533,476280,1
314034,476280,1
354837,476280,1
271341,476280,1
288624,476280,1
325185,476280,1
362208,476280,1
276486,476280,1
344379,476280,1
372204,486780,1
374661,486780,1
310716,486780,1
275037,486780,1
285894,486780,1
378861,486780,1
352191,486780,1
310149,486780,1
265230,486780,1
328461,486780,1
289884,486780,1
263949,486780,1
343413,486780,1
315693,486780,1
261471,486780,1
294630,486780,1
296079,486780,1
362292,486780,1
329721,486780,1
313131,486780,1
260988,486780,1
282471,486780,1
290850,486780,1
291543,486780,1
358029,486780,1
355698,486780,1
278628,486780,1
351624,493101,1
308931,493101,1
334236,493101,1
350805,493101,1
374661,493101,1
298641,493101,1
345114,493101,1
355005,493101,1
315441,493101,1
335664,493101,1
303807,493101,1
304542,493101,1
373317,493101,1
380121,493101,1
267708,493101,1
304626,493101,1
335454,493101,1
376194,493101,1
354627,493101,1
278523,493101,1
326151,493101,1
321321,493101,1
300426,494676,1
301707,494676,1
267099,494676,1
309225,494676,1
378336,494676,1
337386,494676,1
307713,494676,1
340410,494676,1
377265,494676,1
265440,494676,1
299481,494676,1
368445,494676,1
286524,494676,1
298074,494676,1
354480,494676,1
335055,494676,1
310800,494676,1
307209,494676,1
281757,494676,1
314181,494676,1
351288,494676,1
341460,494676,1
324303,494676,1
374577,494676,1
331506,494676,1
288435,494676,1
335853,494676,1
277452,494676,1
328944,494676,1
297633,494676,1
267708,494676,1
364266,494676,1
285579,494676,1
274869,494676,1
295491,494676,1
315483,494676,1
302946,494676,1
375018,494676,1
308658,494676,1
355152,494676,1
331422,494676,1
326151,494676,1
361011,968415,1
374556,1519749,1
380121,1519749,1
374661,1519749,1
351225,433944,1
376257,433944,1
365400,433944,1
274659,439656,1
307356,439656,1
369642,439656,1
365400,439656,1
286839,439656,1
380478,439656,1
303576,439656,1
313131,439656,1
334236,439656,1
309540,439656,1
305109,439656,1
372918,439656,1
329868,439656,1
370839,439656,1
378861,439656,1
351750,439656,1
376950,439656,1
325458,439656,1
354984,459333,1
294630,459333,1
303072,459333,1
349209,459333,1
310716,459333,1
341061,459333,1
325668,459333,1
278523,459333,1
278628,459333,1
274869,459333,1
298851,459333,1
336693,459333,1
352821,459333,1
280434,459333,1
296079,459333,1
267708,459333,1
305340,459333,1
324156,459333,1
351288,459333,1
262080,459333,1
282177,459333,1
356664,459333,1
326151,459333,1
273378,459333,1
327033,459333,1
292131,459333,1
352800,459333,1
291102,459333,1
294924,459333,1
261093,459333,1
362103,459333,1
315441,459333,1
352170,459333,1
326655,459333,1
304605,459333,1
327621,459333,1
295701,459333,1
335958,459333,1
380625,459333,1
313131,459333,1
360780,459333,1
366912,459333,1
347193,459333,1
344946,459333,1
276045,459333,1
350952,459333,1
337197,459333,1
302610,459333,1
321426,459333,1
330330,459333,1
312480,459333,1
286419,463701,1
271299,463701,1
308007,463701,1
357567,463701,1
321909,463701,1
274701,463701,1
277830,463701,1
313131,463701,1
324912,463701,1
350049,463701,1
349524,463701,1
358050,463701,1
365232,463701,1
301707,463701,1
343560,463701,1
294630,463701,1
355740,463701,1
367689,463701,1
295176,463701,1
266973,463701,1
345555,463701,1
317394,463701,1
361851,463701,1
320019,463701,1
322518,463701,1
267729,463701,1
284886,463701,1
368508,463701,1
315504,463701,1
335664,463701,1
369516,463701,1
264243,463701,1
333669,463701,1
350973,463701,1
331506,463701,1
306726,463701,1
353178,463701,1
323547,463701,1
330834,463701,1
317856,463701,1
355551,463701,1
330876,463701,1
325794,463701,1
299439,463701,1
319830,463701,1
361872,463701,1
301098,463701,1
302862,463701,1
297297,463701,1
293076,463701,1
343518,463701,1
287133,463701,1
378924,463701,1
308763,463701,1
324744,463701,1
336525,463701,1
300300,463701,1
319998,463701,1
383460,463701,1
261681,463701,1
335685,463701,1
338541,463701,1
282135,463701,1
361431,463701,1
320691,463701,1
340893,463701,1
370923,463701,1
370839,463701,1
277704,463701,1
264957,463701,1
278523,463701,1
310149,463701,1
294714,463701,1
288057,467649,1
303912,467649,1
278229,467649,1
311661,467649,1
289422,467649,1
367647,467649,1
304752,467649,1
334110,467649,1
267708,467649,1
324324,467649,1
282471,467649,1
368130,467649,1
330750,467649,1
352800,467649,1
313131,467649,1
332976,467649,1
334047,467649,1
296016,467649,1
365862,467649,1
303702,467649,1
